Identification,Date,Zone,ID,Recovery_T,abundance
Bathymodiolus thermophilus,22,C,64,2.1,26
Bathymodiolus thermophilus,22,C,113,2,25
Bathymodiolus thermophilus,33,H,S139,2.3,6
Bathymodiolus thermophilus,33,H,S133,4.2,21
Bathymodiolus thermophilus,33,W,138,2.9,2
Bathymodiolus thermophilus,33,W,132,,4
Bathymodiolus thermophilus,96,W,156,3.1,5
Bathymodiolus thermophilus,96,W,158,2.6,2
Bathymodiolus thermophilus,96,W,159,,2
Bathymodiolus thermophilus,108,H,83,2.6,1
Bathymodiolus thermophilus,108,H,164,2.6,0
Bathymodiolus thermophilus,108,H,174,2.7,0
Bathymodiolus thermophilus,108,C,170,1.9,0
Bathymodiolus thermophilus,108,C,171,2.1,2
Bathymodiolus thermophilus,108,C,172,1.9,1
Bathymodiolus thermophilus,135,W,183,,0
Bathymodiolus thermophilus,135,W,184,,3
Bathymodiolus thermophilus,135,W,186,,1
Bathymodiolus thermophilus,135,C,180,2,0
Bathymodiolus thermophilus,135,C,182,2,0
Bathymodiolus thermophilus,135,C,187,2,1
Bathymodiolus thermophilus,Pre,H,215,,18
Bathymodiolus thermophilus,Pre,H,187,3.1,46
Bathymodiolus thermophilus,Pre,H,236,,23
Bathymodiolus thermophilus,Pre,W,184,2,2
Bathymodiolus thermophilus,Pre,W,232,,1
Bathymodiolus thermophilus,Pre,W,224,2.5,5
Bathymodiolus thermophilus,Pre,C,201,2.3,44
Bathymodiolus thermophilus,Pre,C,204,2,1
Bathymodiolus thermophilus,Pre,C,199,2,0
Catillopecten vulcani,9,H,2,26.7,0
Catillopecten vulcani,9,H,3,23.2,0
Catillopecten vulcani,9,H,4,24.7,0
Catillopecten vulcani,9,W,6,2.2,0
Catillopecten vulcani,9,W,7,2.2,0
Catillopecten vulcani,9,W,19,6.5,0
Catillopecten vulcani,11,H,30,18.5,0
Catillopecten vulcani,11,H,34,27,0
Catillopecten vulcani,11,H,29,28,0
Catillopecten vulcani,11,W,23,9.6,0
Catillopecten vulcani,11,W,24,7,0
Catillopecten vulcani,11,W,26,9,0
Catillopecten vulcani,11,C,27,3.3,0
Catillopecten vulcani,11,C,31,3.3,0
Catillopecten vulcani,11,C,35,3.7,0
Catillopecten vulcani,22,H,96,10,0
Catillopecten vulcani,22,H,103,17.9,0
Catillopecten vulcani,22,H,129,14.7,0
Catillopecten vulcani,22,W,110,5.8,0
Catillopecten vulcani,22,W,111,2.9,0
Catillopecten vulcani,22,W,109,2.3,1
Catillopecten vulcani,22,C,73,2.4,0
Catillopecten vulcani,22,C,64,2.1,1
Catillopecten vulcani,22,C,113,2,0
Catillopecten vulcani,33,H,S139,2.3,0
Catillopecten vulcani,33,H,S133,4.2,0
Catillopecten vulcani,33,W,138,2.9,1
Catillopecten vulcani,33,W,132,,0
Catillopecten vulcani,96,W,156,3.1,0
Catillopecten vulcani,96,W,158,2.6,0
Catillopecten vulcani,96,W,159,,0
Catillopecten vulcani,108,H,83,2.6,0
Catillopecten vulcani,108,H,164,2.6,0
Catillopecten vulcani,108,H,174,2.7,0
Catillopecten vulcani,108,C,170,1.9,0
Catillopecten vulcani,108,C,171,2.1,0
Catillopecten vulcani,108,C,172,1.9,0
Catillopecten vulcani,135,W,183,,0
Catillopecten vulcani,135,W,184,,0
Catillopecten vulcani,135,W,186,,0
Catillopecten vulcani,135,C,180,2,0
Catillopecten vulcani,135,C,182,2,0
Catillopecten vulcani,135,C,187,2,0
Catillopecten vulcani,Pre,H,215,,0
Catillopecten vulcani,Pre,H,187,3.1,0
Catillopecten vulcani,Pre,H,236,,0
Catillopecten vulcani,Pre,W,184,2,0
Catillopecten vulcani,Pre,W,232,,0
Catillopecten vulcani,Pre,W,224,2.5,0
Catillopecten vulcani,Pre,C,201,2.3,0
Catillopecten vulcani,Pre,C,204,2,0
Catillopecten vulcani,Pre,C,199,2,0
Helicoradomenia acredema,9,H,2,26.7,0
Helicoradomenia acredema,9,H,3,23.2,0
Helicoradomenia acredema,9,H,4,24.7,0
Helicoradomenia acredema,9,W,6,2.2,0
Helicoradomenia acredema,9,W,7,2.2,0
Helicoradomenia acredema,9,W,19,6.5,0
Helicoradomenia acredema,11,H,30,18.5,0
Helicoradomenia acredema,11,H,34,27,0
Helicoradomenia acredema,11,H,29,28,0
Helicoradomenia acredema,11,W,23,9.6,0
Helicoradomenia acredema,11,W,24,7,0
Helicoradomenia acredema,11,W,26,9,0
Helicoradomenia acredema,11,C,27,3.3,0
Helicoradomenia acredema,11,C,31,3.3,0
Helicoradomenia acredema,11,C,35,3.7,0
Helicoradomenia acredema,22,H,96,10,0
Helicoradomenia acredema,22,H,103,17.9,0
Helicoradomenia acredema,22,H,129,14.7,0
Helicoradomenia acredema,22,W,110,5.8,0
Helicoradomenia acredema,22,W,111,2.9,0
Helicoradomenia acredema,22,W,109,2.3,1
Helicoradomenia acredema,22,C,73,2.4,0
Helicoradomenia acredema,22,C,64,2.1,0
Helicoradomenia acredema,22,C,113,2,0
Helicoradomenia acredema,33,H,S139,2.3,0
Helicoradomenia acredema,33,H,S133,4.2,0
Helicoradomenia acredema,33,W,138,2.9,0
Helicoradomenia acredema,33,W,132,,0
Helicoradomenia acredema,96,W,156,3.1,0
Helicoradomenia acredema,96,W,158,2.6,0
Helicoradomenia acredema,96,W,159,,1
Helicoradomenia acredema,108,H,83,2.6,2
Helicoradomenia acredema,108,H,164,2.6,0
Helicoradomenia acredema,108,H,174,2.7,0
Helicoradomenia acredema,108,C,170,1.9,0
Helicoradomenia acredema,108,C,171,2.1,3
Helicoradomenia acredema,108,C,172,1.9,0
Helicoradomenia acredema,135,W,183,,0
Helicoradomenia acredema,135,W,184,,1
Helicoradomenia acredema,135,W,186,,1
Helicoradomenia acredema,135,C,180,2,0
Helicoradomenia acredema,135,C,182,2,0
Helicoradomenia acredema,135,C,187,2,0
Helicoradomenia acredema,Pre,H,215,,0
Helicoradomenia acredema,Pre,H,187,3.1,3
Helicoradomenia acredema,Pre,H,236,,1
Helicoradomenia acredema,Pre,W,184,2,4
Helicoradomenia acredema,Pre,W,232,,0
Helicoradomenia acredema,Pre,W,224,2.5,0
Helicoradomenia acredema,Pre,C,201,2.3,0
Helicoradomenia acredema,Pre,C,204,2,0
Helicoradomenia acredema,Pre,C,199,2,0
Alvinella sp.,9,H,2,26.7,0
Alvinella sp.,9,H,3,23.2,1
Alvinella sp.,9,H,4,24.7,0
Alvinella sp.,9,W,6,2.2,0
Alvinella sp.,9,W,7,2.2,0
Alvinella sp.,9,W,19,6.5,0
Alvinella sp.,11,H,30,18.5,0
Alvinella sp.,11,H,34,27,0
Alvinella sp.,11,H,29,28,0
Alvinella sp.,11,W,23,9.6,0
Alvinella sp.,11,W,24,7,0
Alvinella sp.,11,W,26,9,0
Alvinella sp.,11,C,27,3.3,0
Alvinella sp.,11,C,31,3.3,0
Alvinella sp.,11,C,35,3.7,0
Alvinella sp.,22,H,96,10,0
Alvinella sp.,22,H,103,17.9,0
Alvinella sp.,22,H,129,14.7,0
Alvinella sp.,22,W,110,5.8,0
Alvinella sp.,22,W,111,2.9,0
Alvinella sp.,22,W,109,2.3,0
Alvinella sp.,22,C,73,2.4,0
Alvinella sp.,22,C,64,2.1,0
Alvinella sp.,22,C,113,2,0
Alvinella sp.,33,H,S139,2.3,0
Alvinella sp.,33,H,S133,4.2,0
Alvinella sp.,33,W,138,2.9,0
Alvinella sp.,33,W,132,,0
Alvinella sp.,96,W,156,3.1,0
Alvinella sp.,96,W,158,2.6,0
Alvinella sp.,96,W,159,,0
Alvinella sp.,108,H,83,2.6,0
Alvinella sp.,108,H,164,2.6,0
Alvinella sp.,108,H,174,2.7,0
Alvinella sp.,108,C,170,1.9,0
Alvinella sp.,108,C,171,2.1,0
Alvinella sp.,108,C,172,1.9,0
Alvinella sp.,135,W,183,,0
Alvinella sp.,135,W,184,,0
Alvinella sp.,135,W,186,,0
Alvinella sp.,135,C,180,2,0
Alvinella sp.,135,C,182,2,0
Alvinella sp.,135,C,187,2,0
Alvinella sp.,Pre,H,215,,0
Alvinella sp.,Pre,H,187,3.1,0
Alvinella sp.,Pre,H,236,,0
Alvinella sp.,Pre,W,184,2,0
Alvinella sp.,Pre,W,232,,0
Alvinella sp.,Pre,W,224,2.5,0
Alvinella sp.,Pre,C,201,2.3,0
Alvinella sp.,Pre,C,204,2,0
Alvinella sp.,Pre,C,199,2,0
Amphisamytha galapagensis,9,H,2,26.7,0
Amphisamytha galapagensis,9,H,3,23.2,0
Amphisamytha galapagensis,9,H,4,24.7,0
Amphisamytha galapagensis,9,W,6,2.2,87
Amphisamytha galapagensis,9,W,7,2.2,29
Amphisamytha galapagensis,9,W,19,6.5,7
Amphisamytha galapagensis,11,H,30,18.5,0
Amphisamytha galapagensis,11,H,34,27,0
Amphisamytha galapagensis,11,H,29,28,0
Amphisamytha galapagensis,11,W,23,9.6,20
Amphisamytha galapagensis,11,W,24,7,5
Amphisamytha galapagensis,11,W,26,9,14
Amphisamytha galapagensis,11,C,27,3.3,2
Amphisamytha galapagensis,11,C,31,3.3,0
Amphisamytha galapagensis,11,C,35,3.7,2
Amphisamytha galapagensis,22,H,96,10,1
Amphisamytha galapagensis,22,H,103,17.9,12
Amphisamytha galapagensis,22,H,129,14.7,0
Amphisamytha galapagensis,22,W,110,5.8,40
Amphisamytha galapagensis,22,W,111,2.9,97
Amphisamytha galapagensis,22,W,109,2.3,87
Amphisamytha galapagensis,22,C,73,2.4,20
Amphisamytha galapagensis,22,C,64,2.1,0
Amphisamytha galapagensis,22,C,113,2,19
Amphisamytha galapagensis,33,H,S139,2.3,26
Amphisamytha galapagensis,33,H,S133,4.2,26
Amphisamytha galapagensis,33,W,138,2.9,41
Amphisamytha galapagensis,33,W,132,,79
Amphisamytha galapagensis,96,W,156,3.1,120
Amphisamytha galapagensis,96,W,158,2.6,66
Amphisamytha galapagensis,96,W,159,,135
Amphisamytha galapagensis,108,H,83,2.6,34
Amphisamytha galapagensis,108,H,164,2.6,34
Amphisamytha galapagensis,108,H,174,2.7,20
Amphisamytha galapagensis,108,C,170,1.9,6
Amphisamytha galapagensis,108,C,171,2.1,36
Amphisamytha galapagensis,108,C,172,1.9,9
Amphisamytha galapagensis,135,W,183,,4
Amphisamytha galapagensis,135,W,184,,16
Amphisamytha galapagensis,135,W,186,,13
Amphisamytha galapagensis,135,C,180,2,83
Amphisamytha galapagensis,135,C,182,2,2
Amphisamytha galapagensis,135,C,187,2,5
Amphisamytha galapagensis,Pre,H,215,,195
Amphisamytha galapagensis,Pre,H,187,3.1,172
Amphisamytha galapagensis,Pre,H,236,,189
Amphisamytha galapagensis,Pre,W,184,2,177
Amphisamytha galapagensis,Pre,W,232,,26
Amphisamytha galapagensis,Pre,W,224,2.5,175
Amphisamytha galapagensis,Pre,C,201,2.3,128
Amphisamytha galapagensis,Pre,C,204,2,21
Amphisamytha galapagensis,Pre,C,199,2,8
Archinome rosacea,9,H,2,26.7,0
Archinome rosacea,9,H,3,23.2,0
Archinome rosacea,9,H,4,24.7,0
Archinome rosacea,9,W,6,2.2,0
Archinome rosacea,9,W,7,2.2,0
Archinome rosacea,9,W,19,6.5,0
Archinome rosacea,11,H,30,18.5,0
Archinome rosacea,11,H,34,27,0
Archinome rosacea,11,H,29,28,0
Archinome rosacea,11,W,23,9.6,0
Archinome rosacea,11,W,24,7,0
Archinome rosacea,11,W,26,9,1
Archinome rosacea,11,C,27,3.3,0
Archinome rosacea,11,C,31,3.3,0
Archinome rosacea,11,C,35,3.7,0
Archinome rosacea,22,H,96,10,0
Archinome rosacea,22,H,103,17.9,0
Archinome rosacea,22,H,129,14.7,0
Archinome rosacea,22,W,110,5.8,3
Archinome rosacea,22,W,111,2.9,1
Archinome rosacea,22,W,109,2.3,1
Archinome rosacea,22,C,73,2.4,0
Archinome rosacea,22,C,64,2.1,2
Archinome rosacea,22,C,113,2,0
Archinome rosacea,33,H,S139,2.3,0
Archinome rosacea,33,H,S133,4.2,0
Archinome rosacea,33,W,138,2.9,5
Archinome rosacea,33,W,132,,2
Archinome rosacea,96,W,156,3.1,9
Archinome rosacea,96,W,158,2.6,29
Archinome rosacea,96,W,159,,17
Archinome rosacea,108,H,83,2.6,12
Archinome rosacea,108,H,164,2.6,4
Archinome rosacea,108,H,174,2.7,9
Archinome rosacea,108,C,170,1.9,1
Archinome rosacea,108,C,171,2.1,65
Archinome rosacea,108,C,172,1.9,0
Archinome rosacea,135,W,183,,0
Archinome rosacea,135,W,184,,0
Archinome rosacea,135,W,186,,0
Archinome rosacea,135,C,180,2,20
Archinome rosacea,135,C,182,2,0
Archinome rosacea,135,C,187,2,0
Archinome rosacea,Pre,H,215,,2
Archinome rosacea,Pre,H,187,3.1,13
Archinome rosacea,Pre,H,236,,2
Archinome rosacea,Pre,W,184,2,31
Archinome rosacea,Pre,W,232,,36
Archinome rosacea,Pre,W,224,2.5,4
Archinome rosacea,Pre,C,201,2.3,10
Archinome rosacea,Pre,C,204,2,7
Archinome rosacea,Pre,C,199,2,0
Branchinotogluma sp.,9,H,2,26.7,0
Branchinotogluma sp.,9,H,3,23.2,0
Branchinotogluma sp.,9,H,4,24.7,0
Branchinotogluma sp.,9,W,6,2.2,0
Branchinotogluma sp.,9,W,7,2.2,0
Branchinotogluma sp.,9,W,19,6.5,0
Branchinotogluma sp.,11,H,30,18.5,0
Branchinotogluma sp.,11,H,34,27,0
Branchinotogluma sp.,11,H,29,28,0
Branchinotogluma sp.,11,W,23,9.6,0
Branchinotogluma sp.,11,W,24,7,0
Branchinotogluma sp.,11,W,26,9,0
Branchinotogluma sp.,11,C,27,3.3,0
Branchinotogluma sp.,11,C,31,3.3,0
Branchinotogluma sp.,11,C,35,3.7,0
Branchinotogluma sp.,22,H,96,10,1
Branchinotogluma sp.,22,H,103,17.9,2
Branchinotogluma sp.,22,H,129,14.7,0
Branchinotogluma sp.,22,W,110,5.8,0
Branchinotogluma sp.,22,W,111,2.9,0
Branchinotogluma sp.,22,W,109,2.3,0
Branchinotogluma sp.,22,C,73,2.4,0
Branchinotogluma sp.,22,C,64,2.1,0
Branchinotogluma sp.,22,C,113,2,0
Branchinotogluma sp.,33,H,S139,2.3,0
Branchinotogluma sp.,33,H,S133,4.2,0
Branchinotogluma sp.,33,W,138,2.9,0
Branchinotogluma sp.,33,W,132,,0
Branchinotogluma sp.,96,W,156,3.1,0
Branchinotogluma sp.,96,W,158,2.6,0
Branchinotogluma sp.,96,W,159,,0
Branchinotogluma sp.,108,H,83,2.6,0
Branchinotogluma sp.,108,H,164,2.6,0
Branchinotogluma sp.,108,H,174,2.7,0
Branchinotogluma sp.,108,C,170,1.9,0
Branchinotogluma sp.,108,C,171,2.1,0
Branchinotogluma sp.,108,C,172,1.9,0
Branchinotogluma sp.,135,W,183,,0
Branchinotogluma sp.,135,W,184,,0
Branchinotogluma sp.,135,W,186,,0
Branchinotogluma sp.,135,C,180,2,0
Branchinotogluma sp.,135,C,182,2,0
Branchinotogluma sp.,135,C,187,2,0
Branchinotogluma sp.,Pre,H,215,,0
Branchinotogluma sp.,Pre,H,187,3.1,0
Branchinotogluma sp.,Pre,H,236,,0
Branchinotogluma sp.,Pre,W,184,2,0
Branchinotogluma sp.,Pre,W,232,,0
Branchinotogluma sp.,Pre,W,224,2.5,0
Branchinotogluma sp.,Pre,C,201,2.3,0
Branchinotogluma sp.,Pre,C,204,2,0
Branchinotogluma sp.,Pre,C,199,2,0
Branchiplicatus cupreus,9,H,2,26.7,0
Branchiplicatus cupreus,9,H,3,23.2,0
Branchiplicatus cupreus,9,H,4,24.7,0
Branchiplicatus cupreus,9,W,6,2.2,0
Branchiplicatus cupreus,9,W,7,2.2,0
Branchiplicatus cupreus,9,W,19,6.5,0
Branchiplicatus cupreus,11,H,30,18.5,0
Branchiplicatus cupreus,11,H,34,27,0
Branchiplicatus cupreus,11,H,29,28,0
Branchiplicatus cupreus,11,W,23,9.6,0
Branchiplicatus cupreus,11,W,24,7,0
Branchiplicatus cupreus,11,W,26,9,0
Branchiplicatus cupreus,11,C,27,3.3,0
Branchiplicatus cupreus,11,C,31,3.3,0
Branchiplicatus cupreus,11,C,35,3.7,0
Branchiplicatus cupreus,22,H,96,10,0
Branchiplicatus cupreus,22,H,103,17.9,4
Branchiplicatus cupreus,22,H,129,14.7,0
Branchiplicatus cupreus,22,W,110,5.8,0
Branchiplicatus cupreus,22,W,111,2.9,0
Branchiplicatus cupreus,22,W,109,2.3,0
Branchiplicatus cupreus,22,C,73,2.4,0
Branchiplicatus cupreus,22,C,64,2.1,1
Branchiplicatus cupreus,22,C,113,2,0
Branchiplicatus cupreus,33,H,S139,2.3,0
Branchiplicatus cupreus,33,H,S133,4.2,0
Branchiplicatus cupreus,33,W,138,2.9,0
Branchiplicatus cupreus,33,W,132,,0
Branchiplicatus cupreus,96,W,156,3.1,0
Branchiplicatus cupreus,96,W,158,2.6,0
Branchiplicatus cupreus,96,W,159,,0
Branchiplicatus cupreus,108,H,83,2.6,0
Branchiplicatus cupreus,108,H,164,2.6,0
Branchiplicatus cupreus,108,H,174,2.7,0
Branchiplicatus cupreus,108,C,170,1.9,0
Branchiplicatus cupreus,108,C,171,2.1,0
Branchiplicatus cupreus,108,C,172,1.9,0
Branchiplicatus cupreus,135,W,183,,0
Branchiplicatus cupreus,135,W,184,,0
Branchiplicatus cupreus,135,W,186,,0
Branchiplicatus cupreus,135,C,180,2,0
Branchiplicatus cupreus,135,C,182,2,0
Branchiplicatus cupreus,135,C,187,2,0
Branchiplicatus cupreus,Pre,H,215,,0
Branchiplicatus cupreus,Pre,H,187,3.1,0
Branchiplicatus cupreus,Pre,H,236,,0
Branchiplicatus cupreus,Pre,W,184,2,0
Branchiplicatus cupreus,Pre,W,232,,0
Branchiplicatus cupreus,Pre,W,224,2.5,0
Branchiplicatus cupreus,Pre,C,201,2.3,0
Branchiplicatus cupreus,Pre,C,204,2,0
Branchiplicatus cupreus,Pre,C,199,2,0
Branchipolynoe sp.,9,H,2,26.7,0
Branchipolynoe sp.,9,H,3,23.2,0
Branchipolynoe sp.,9,H,4,24.7,0
Branchipolynoe sp.,9,W,6,2.2,0
Branchipolynoe sp.,9,W,7,2.2,0
Branchipolynoe sp.,9,W,19,6.5,0
Branchipolynoe sp.,11,H,30,18.5,0
Branchipolynoe sp.,11,H,34,27,0
Branchipolynoe sp.,11,H,29,28,0
Branchipolynoe sp.,11,W,23,9.6,0
Branchipolynoe sp.,11,W,24,7,0
Branchipolynoe sp.,11,W,26,9,0
Branchipolynoe sp.,11,C,27,3.3,0
Branchipolynoe sp.,11,C,31,3.3,0
Branchipolynoe sp.,11,C,35,3.7,0
Branchipolynoe sp.,22,H,96,10,0
Branchipolynoe sp.,22,H,103,17.9,0
Branchipolynoe sp.,22,H,129,14.7,0
Branchipolynoe sp.,22,W,110,5.8,0
Branchipolynoe sp.,22,W,111,2.9,0
Branchipolynoe sp.,22,W,109,2.3,0
Branchipolynoe sp.,22,C,73,2.4,0
Branchipolynoe sp.,22,C,64,2.1,0
Branchipolynoe sp.,22,C,113,2,0
Branchipolynoe sp.,33,H,S139,2.3,0
Branchipolynoe sp.,33,H,S133,4.2,0
Branchipolynoe sp.,33,W,138,2.9,0
Branchipolynoe sp.,33,W,132,,0
Branchipolynoe sp.,96,W,156,3.1,0
Branchipolynoe sp.,96,W,158,2.6,0
Branchipolynoe sp.,96,W,159,,0
Branchipolynoe sp.,108,H,83,2.6,0
Branchipolynoe sp.,108,H,164,2.6,0
Branchipolynoe sp.,108,H,174,2.7,0
Branchipolynoe sp.,108,C,170,1.9,0
Branchipolynoe sp.,108,C,171,2.1,0
Branchipolynoe sp.,108,C,172,1.9,0
Branchipolynoe sp.,135,W,183,,0
Branchipolynoe sp.,135,W,184,,0
Branchipolynoe sp.,135,W,186,,0
Branchipolynoe sp.,135,C,180,2,0
Branchipolynoe sp.,135,C,182,2,0
Branchipolynoe sp.,135,C,187,2,0
Branchipolynoe sp.,Pre,H,215,,0
Branchipolynoe sp.,Pre,H,187,3.1,1
Branchipolynoe sp.,Pre,H,236,,1
Branchipolynoe sp.,Pre,W,184,2,0
Branchipolynoe sp.,Pre,W,232,,1
Branchipolynoe sp.,Pre,W,224,2.5,1
Branchipolynoe sp.,Pre,C,201,2.3,0
Branchipolynoe sp.,Pre,C,204,2,0
Branchipolynoe sp.,Pre,C,199,2,0
Galapagomystides aristata,9,H,2,26.7,0
Galapagomystides aristata,9,H,3,23.2,0
Galapagomystides aristata,9,H,4,24.7,0
Galapagomystides aristata,9,W,6,2.2,0
Galapagomystides aristata,9,W,7,2.2,0
Galapagomystides aristata,9,W,19,6.5,0
Galapagomystides aristata,11,H,30,18.5,0
Galapagomystides aristata,11,H,34,27,0
Galapagomystides aristata,11,H,29,28,0
Galapagomystides aristata,11,W,23,9.6,0
Galapagomystides aristata,11,W,24,7,3
Galapagomystides aristata,11,W,26,9,0
Galapagomystides aristata,11,C,27,3.3,0
Galapagomystides aristata,11,C,31,3.3,0
Galapagomystides aristata,11,C,35,3.7,2
Galapagomystides aristata,22,H,96,10,0
Galapagomystides aristata,22,H,103,17.9,0
Galapagomystides aristata,22,H,129,14.7,0
Galapagomystides aristata,22,W,110,5.8,0
Galapagomystides aristata,22,W,111,2.9,0
Galapagomystides aristata,22,W,109,2.3,0
Galapagomystides aristata,22,C,73,2.4,0
Galapagomystides aristata,22,C,64,2.1,0
Galapagomystides aristata,22,C,113,2,0
Galapagomystides aristata,33,H,S139,2.3,0
Galapagomystides aristata,33,H,S133,4.2,0
Galapagomystides aristata,33,W,138,2.9,0
Galapagomystides aristata,33,W,132,,0
Galapagomystides aristata,96,W,156,3.1,0
Galapagomystides aristata,96,W,158,2.6,0
Galapagomystides aristata,96,W,159,,0
Galapagomystides aristata,108,H,83,2.6,0
Galapagomystides aristata,108,H,164,2.6,0
Galapagomystides aristata,108,H,174,2.7,1
Galapagomystides aristata,108,C,170,1.9,0
Galapagomystides aristata,108,C,171,2.1,0
Galapagomystides aristata,108,C,172,1.9,0
Galapagomystides aristata,135,W,183,,0
Galapagomystides aristata,135,W,184,,0
Galapagomystides aristata,135,W,186,,0
Galapagomystides aristata,135,C,180,2,0
Galapagomystides aristata,135,C,182,2,0
Galapagomystides aristata,135,C,187,2,0
Galapagomystides aristata,Pre,H,215,,0
Galapagomystides aristata,Pre,H,187,3.1,0
Galapagomystides aristata,Pre,H,236,,1
Galapagomystides aristata,Pre,W,184,2,0
Galapagomystides aristata,Pre,W,232,,0
Galapagomystides aristata,Pre,W,224,2.5,0
Galapagomystides aristata,Pre,C,201,2.3,0
Galapagomystides aristata,Pre,C,204,2,0
Galapagomystides aristata,Pre,C,199,2,0
Glycera sp.,9,H,2,26.7,0
Glycera sp.,9,H,3,23.2,0
Glycera sp.,9,H,4,24.7,0
Glycera sp.,9,W,6,2.2,0
Glycera sp.,9,W,7,2.2,0
Glycera sp.,9,W,19,6.5,0
Glycera sp.,11,H,30,18.5,0
Glycera sp.,11,H,34,27,0
Glycera sp.,11,H,29,28,0
Glycera sp.,11,W,23,9.6,0
Glycera sp.,11,W,24,7,0
Glycera sp.,11,W,26,9,0
Glycera sp.,11,C,27,3.3,0
Glycera sp.,11,C,31,3.3,0
Glycera sp.,11,C,35,3.7,1
Glycera sp.,22,H,96,10,0
Glycera sp.,22,H,103,17.9,0
Glycera sp.,22,H,129,14.7,0
Glycera sp.,22,W,110,5.8,0
Glycera sp.,22,W,111,2.9,0
Glycera sp.,22,W,109,2.3,0
Glycera sp.,22,C,73,2.4,0
Glycera sp.,22,C,64,2.1,1
Glycera sp.,22,C,113,2,0
Glycera sp.,33,H,S139,2.3,0
Glycera sp.,33,H,S133,4.2,1
Glycera sp.,33,W,138,2.9,1
Glycera sp.,33,W,132,,1
Glycera sp.,96,W,156,3.1,0
Glycera sp.,96,W,158,2.6,0
Glycera sp.,96,W,159,,1
Glycera sp.,108,H,83,2.6,1
Glycera sp.,108,H,164,2.6,0
Glycera sp.,108,H,174,2.7,0
Glycera sp.,108,C,170,1.9,0
Glycera sp.,108,C,171,2.1,0
Glycera sp.,108,C,172,1.9,0
Glycera sp.,135,W,183,,0
Glycera sp.,135,W,184,,0
Glycera sp.,135,W,186,,0
Glycera sp.,135,C,180,2,1
Glycera sp.,135,C,182,2,0
Glycera sp.,135,C,187,2,0
Glycera sp.,Pre,H,215,,1
Glycera sp.,Pre,H,187,3.1,0
Glycera sp.,Pre,H,236,,0
Glycera sp.,Pre,W,184,2,0
Glycera sp.,Pre,W,232,,0
Glycera sp.,Pre,W,224,2.5,0
Glycera sp.,Pre,C,201,2.3,1
Glycera sp.,Pre,C,204,2,0
Glycera sp.,Pre,C,199,2,0
Hesiospina vestimentifera,9,H,2,26.7,0
Hesiospina vestimentifera,9,H,3,23.2,0
Hesiospina vestimentifera,9,H,4,24.7,0
Hesiospina vestimentifera,9,W,6,2.2,0
Hesiospina vestimentifera,9,W,7,2.2,0
Hesiospina vestimentifera,9,W,19,6.5,0
Hesiospina vestimentifera,11,H,30,18.5,0
Hesiospina vestimentifera,11,H,34,27,0
Hesiospina vestimentifera,11,H,29,28,0
Hesiospina vestimentifera,11,W,23,9.6,0
Hesiospina vestimentifera,11,W,24,7,0
Hesiospina vestimentifera,11,W,26,9,0
Hesiospina vestimentifera,11,C,27,3.3,0
Hesiospina vestimentifera,11,C,31,3.3,0
Hesiospina vestimentifera,11,C,35,3.7,0
Hesiospina vestimentifera,22,H,96,10,1
Hesiospina vestimentifera,22,H,103,17.9,0
Hesiospina vestimentifera,22,H,129,14.7,0
Hesiospina vestimentifera,22,W,110,5.8,0
Hesiospina vestimentifera,22,W,111,2.9,0
Hesiospina vestimentifera,22,W,109,2.3,0
Hesiospina vestimentifera,22,C,73,2.4,0
Hesiospina vestimentifera,22,C,64,2.1,0
Hesiospina vestimentifera,22,C,113,2,0
Hesiospina vestimentifera,33,H,S139,2.3,0
Hesiospina vestimentifera,33,H,S133,4.2,0
Hesiospina vestimentifera,33,W,138,2.9,0
Hesiospina vestimentifera,33,W,132,,0
Hesiospina vestimentifera,96,W,156,3.1,0
Hesiospina vestimentifera,96,W,158,2.6,0
Hesiospina vestimentifera,96,W,159,,0
Hesiospina vestimentifera,108,H,83,2.6,0
Hesiospina vestimentifera,108,H,164,2.6,0
Hesiospina vestimentifera,108,H,174,2.7,0
Hesiospina vestimentifera,108,C,170,1.9,0
Hesiospina vestimentifera,108,C,171,2.1,0
Hesiospina vestimentifera,108,C,172,1.9,0
Hesiospina vestimentifera,135,W,183,,0
Hesiospina vestimentifera,135,W,184,,0
Hesiospina vestimentifera,135,W,186,,0
Hesiospina vestimentifera,135,C,180,2,0
Hesiospina vestimentifera,135,C,182,2,0
Hesiospina vestimentifera,135,C,187,2,0
Hesiospina vestimentifera,Pre,H,215,,0
Hesiospina vestimentifera,Pre,H,187,3.1,0
Hesiospina vestimentifera,Pre,H,236,,0
Hesiospina vestimentifera,Pre,W,184,2,1
Hesiospina vestimentifera,Pre,W,232,,42
Hesiospina vestimentifera,Pre,W,224,2.5,1
Hesiospina vestimentifera,Pre,C,201,2.3,0
Hesiospina vestimentifera,Pre,C,204,2,0
Hesiospina vestimentifera,Pre,C,199,2,0
hesionid,9,H,2,26.7,0
hesionid,9,H,3,23.2,0
hesionid,9,H,4,24.7,0
hesionid,9,W,6,2.2,0
hesionid,9,W,7,2.2,0
hesionid,9,W,19,6.5,0
hesionid,11,H,30,18.5,0
hesionid,11,H,34,27,0
hesionid,11,H,29,28,0
hesionid,11,W,23,9.6,0
hesionid,11,W,24,7,0
hesionid,11,W,26,9,0
hesionid,11,C,27,3.3,3
hesionid,11,C,31,3.3,0
hesionid,11,C,35,3.7,7
